comp0_g1_i1	isogroup0
comp24766_g1_i1	isogroup24766
comp24767_g1_i1	isogroup24767
comp24768_g1_i1	isogroup24768
comp24769_g1_i1	isogroup24769
comp24770_g1_i1	isogroup24770
comp24771_g1_i1	isogroup24771
comp24772_g1_i1	isogroup24772
comp24773_g1_i1	isogroup24773
comp24774_g1_i1	isogroup24774
comp24775_g1_i1	isogroup24775
comp24776_g1_i1	isogroup24776
comp24777_g1_i1	isogroup24777
comp24778_g1_i1	isogroup24778
comp24779_g1_i1	isogroup24779
comp24780_g1_i1	isogroup24780
comp24781_g1_i1	isogroup24781
comp24782_g1_i1	isogroup24782
comp24783_g1_i1	isogroup24783
comp24784_g1_i1	isogroup24784
comp24785_g1_i1	isogroup24785
comp24786_g1_i1	isogroup24786
comp24787_g1_i1	isogroup24787
comp24788_g1_i1	isogroup24788
comp24789_g1_i1	isogroup24789
comp24790_g1_i1	isogroup24790
comp24791_g1_i1	isogroup24791
comp24792_g1_i1	isogroup24792
comp24793_g1_i1	isogroup24793
comp24794_g1_i1	isogroup24794
comp24795_g1_i1	isogroup24795
comp24796_g1_i1	isogroup24796
comp24797_g1_i1	isogroup24797
comp24798_g1_i1	isogroup24798
comp24799_g1_i1	isogroup24799
comp24800_g1_i1	isogroup24800
comp24801_g1_i1	isogroup24801
comp24802_g1_i1	isogroup24802
comp24803_g1_i1	isogroup24803
comp24804_g1_i1	isogroup24804
comp24805_g1_i1	isogroup24805
comp24806_g1_i1	isogroup24806
comp24807_g1_i1	isogroup24807
comp24808_g1_i1	isogroup24808
comp24809_g1_i1	isogroup24809
comp24810_g1_i1	isogroup24810
comp24811_g1_i1	isogroup24811
comp24812_g1_i1	isogroup24812
comp24813_g1_i1	isogroup24813
comp24814_g1_i1	isogroup24814
comp24815_g1_i1	isogroup24815
comp24816_g1_i1	isogroup24816
comp24817_g1_i1	isogroup24817
comp24818_g1_i1	isogroup24818
comp24819_g1_i1	isogroup24819
comp24820_g1_i1	isogroup24820
comp24821_g1_i1	isogroup24821
comp24822_g1_i1	isogroup24822
comp24823_g1_i1	isogroup24823
comp24824_g1_i1	isogroup24824
comp24825_g1_i1	isogroup24825
comp24826_g1_i1	isogroup24826
comp24827_g1_i1	isogroup24827
comp24828_g1_i1	isogroup24828
comp24829_g1_i1	isogroup24829
comp24830_g1_i1	isogroup24830
comp24831_g1_i1	isogroup24831
comp24832_g1_i1	isogroup24832
comp24833_g1_i1	isogroup24833
comp24834_g1_i1	isogroup24834
comp24835_g1_i1	isogroup24835
comp24836_g1_i1	isogroup24836
comp24837_g1_i1	isogroup24837
comp24838_g1_i1	isogroup24838
comp24839_g1_i1	isogroup24839
comp24840_g1_i1	isogroup24840
comp24841_g1_i1	isogroup24841
comp24842_g1_i1	isogroup24842
comp24843_g1_i1	isogroup24843
comp24844_g1_i1	isogroup24844
comp24845_g1_i1	isogroup24845
comp24846_g1_i1	isogroup24846
comp24847_g1_i1	isogroup24847
comp24848_g1_i1	isogroup24848
comp24849_g1_i1	isogroup24849
comp24850_g1_i1	isogroup24850
comp24851_g1_i1	isogroup24851
comp24852_g1_i1	isogroup24852
comp24853_g1_i1	isogroup24853
comp24854_g1_i1	isogroup24854
comp24855_g1_i1	isogroup24855
comp24856_g1_i1	isogroup24856
comp24857_g1_i1	isogroup24857
comp24858_g1_i1	isogroup24858
comp24859_g1_i1	isogroup24859
comp24860_g1_i1	isogroup24860
comp24861_g1_i1	isogroup24861
comp24862_g1_i1	isogroup24862
comp24863_g1_i1	isogroup24863
comp24864_g1_i1	isogroup24864
comp24865_g1_i1	isogroup24865
comp24866_g1_i1	isogroup24866
comp24867_g1_i1	isogroup24867
comp24868_g1_i1	isogroup24868
comp24869_g1_i1	isogroup24869
comp24870_g1_i1	isogroup24870
comp24871_g1_i1	isogroup24871
comp24872_g1_i1	isogroup24872
comp24873_g1_i1	isogroup24873
comp24874_g1_i1	isogroup24874
comp24875_g1_i1	isogroup24875
comp24876_g1_i1	isogroup24876
comp24877_g1_i1	isogroup24877
comp24878_g1_i1	isogroup24878
comp24879_g1_i1	isogroup24879
comp24880_g1_i1	isogroup24880
comp24881_g1_i1	isogroup24881
comp24882_g1_i1	isogroup24882
comp24883_g1_i1	isogroup24883
comp24884_g1_i1	isogroup24884
comp24885_g1_i1	isogroup24885
comp24886_g1_i1	isogroup24886
comp24887_g1_i1	isogroup24887
comp24888_g1_i1	isogroup24888
comp24889_g1_i1	isogroup24889
comp24890_g1_i1	isogroup24890
comp24891_g1_i1	isogroup24891
comp24892_g1_i1	isogroup24892
comp24893_g1_i1	isogroup24893
comp24894_g1_i1	isogroup24894
comp24895_g1_i1	isogroup24895
comp24896_g1_i1	isogroup24896
comp24897_g1_i1	isogroup24897
comp24898_g1_i1	isogroup24898
comp24899_g1_i1	isogroup24899
comp24900_g1_i1	isogroup24900
comp24901_g1_i1	isogroup24901
comp24902_g1_i1	isogroup24902
comp24903_g1_i1	isogroup24903
comp24904_g1_i1	isogroup24904
comp24905_g1_i1	isogroup24905
comp24906_g1_i1	isogroup24906
comp24907_g1_i1	isogroup24907
comp24908_g1_i1	isogroup24908
comp24909_g1_i1	isogroup24909
comp24910_g1_i1	isogroup24910
comp24911_g1_i1	isogroup24911
comp24912_g1_i1	isogroup24912
comp24913_g1_i1	isogroup24913
comp24914_g1_i1	isogroup24914
comp24915_g1_i1	isogroup24915
comp24916_g1_i1	isogroup24916
comp24917_g1_i1	isogroup24917
comp24918_g1_i1	isogroup24918
comp24919_g1_i1	isogroup24919
comp24920_g1_i1	isogroup24920
comp24921_g1_i1	isogroup24921
comp24922_g1_i1	isogroup24922
comp24923_g1_i1	isogroup24923
comp24924_g1_i1	isogroup24924
comp24925_g1_i1	isogroup24925
comp24926_g1_i1	isogroup24926
comp24927_g1_i1	isogroup24927
comp24928_g1_i1	isogroup24928
comp24929_g1_i1	isogroup24929
comp24930_g1_i1	isogroup24930
comp24931_g1_i1	isogroup24931
comp24932_g1_i1	isogroup24932
comp24933_g1_i1	isogroup24933
comp24934_g1_i1	isogroup24934
comp24935_g1_i1	isogroup24935
comp24936_g1_i1	isogroup24936
comp24937_g1_i1	isogroup24937
comp24938_g1_i1	isogroup24938
comp24939_g1_i1	isogroup24939
comp24940_g1_i1	isogroup24940
comp24941_g1_i1	isogroup24941
comp24942_g1_i1	isogroup24942
comp24943_g1_i1	isogroup24943
comp24944_g1_i1	isogroup24944
comp24945_g1_i1	isogroup24945
comp24946_g1_i1	isogroup24946
comp24947_g1_i1	isogroup24947
comp24948_g1_i1	isogroup24948
comp24949_g1_i1	isogroup24949
comp24950_g1_i1	isogroup24950
comp24951_g1_i1	isogroup24951
comp24952_g1_i1	isogroup24952
comp24953_g1_i1	isogroup24953
comp24954_g1_i1	isogroup24954
comp24955_g1_i1	isogroup24955
comp24956_g1_i1	isogroup24956
comp24957_g1_i1	isogroup24957
comp24958_g1_i1	isogroup24958
comp24959_g1_i1	isogroup24959
comp24960_g1_i1	isogroup24960
comp24961_g1_i1	isogroup24961
comp24962_g1_i1	isogroup24962
comp24963_g1_i1	isogroup24963
comp24964_g1_i1	isogroup24964
comp24965_g1_i1	isogroup24965
comp24966_g1_i1	isogroup24966
comp24967_g1_i1	isogroup24967
comp24968_g1_i1	isogroup24968
comp24969_g1_i1	isogroup24969
comp24970_g1_i1	isogroup24970
comp24971_g1_i1	isogroup24971
comp24972_g1_i1	isogroup24972
comp24973_g1_i1	isogroup24973
comp24974_g1_i1	isogroup24974
comp24975_g1_i1	isogroup24975
comp24976_g1_i1	isogroup24976
comp24977_g1_i1	isogroup24977
comp24978_g1_i1	isogroup24978
comp24979_g1_i1	isogroup24979
comp24980_g1_i1	isogroup24980
comp24981_g1_i1	isogroup24981
comp24982_g1_i1	isogroup24982
comp24983_g1_i1	isogroup24983
comp24984_g1_i1	isogroup24984
comp24985_g1_i1	isogroup24985
comp24986_g1_i1	isogroup24986
comp24987_g1_i1	isogroup24987
comp24988_g1_i1	isogroup24988
comp24989_g1_i1	isogroup24989
comp24990_g1_i1	isogroup24990
comp24991_g1_i1	isogroup24991
comp24992_g1_i1	isogroup24992
comp24993_g1_i1	isogroup24993
comp24994_g1_i1	isogroup24994
comp24995_g1_i1	isogroup24995
comp24996_g1_i1	isogroup24996
comp24997_g1_i1	isogroup24997
comp24998_g1_i1	isogroup24998
comp24999_g1_i1	isogroup24999
comp25000_g1_i1	isogroup25000
comp25001_g1_i1	isogroup25001
comp25002_g1_i1	isogroup25002
comp25003_g1_i1	isogroup25003
comp25004_g1_i1	isogroup25004
comp25005_g1_i1	isogroup25005
comp25006_g1_i1	isogroup25006
comp25007_g1_i1	isogroup25007
comp25008_g1_i1	isogroup25008
comp25009_g1_i1	isogroup25009
comp25010_g1_i1	isogroup25010
comp25011_g1_i1	isogroup25011
comp25012_g1_i1	isogroup25012
comp25013_g1_i1	isogroup25013
comp25014_g1_i1	isogroup25014
comp25015_g1_i1	isogroup25015
comp25016_g1_i1	isogroup25016
comp25017_g1_i1	isogroup25017
comp25018_g1_i1	isogroup25018
comp25019_g1_i1	isogroup25019
comp25020_g1_i1	isogroup25020
comp25021_g1_i1	isogroup25021
comp25022_g1_i1	isogroup25022
comp25023_g1_i1	isogroup25023
comp25024_g1_i1	isogroup25024
comp25025_g1_i1	isogroup25025
comp25026_g1_i1	isogroup25026
comp25027_g1_i1	isogroup25027
comp25028_g1_i1	isogroup25028
comp25029_g1_i1	isogroup25029
comp25030_g1_i1	isogroup25030
comp25031_g1_i1	isogroup25031
comp25032_g1_i1	isogroup25032
comp25033_g1_i1	isogroup25033
comp25034_g1_i1	isogroup25034
comp25035_g1_i1	isogroup25035
comp25036_g1_i1	isogroup25036
comp25037_g1_i1	isogroup25037
comp25038_g1_i1	isogroup25038
comp25039_g1_i1	isogroup25039
comp25040_g1_i1	isogroup25040
comp25041_g1_i1	isogroup25041
comp25042_g1_i1	isogroup25042
comp25043_g1_i1	isogroup25043
comp25044_g1_i1	isogroup25044
comp25045_g1_i1	isogroup25045
comp25046_g1_i1	isogroup25046
comp25047_g1_i1	isogroup25047
comp25048_g1_i1	isogroup25048
comp25049_g1_i1	isogroup25049
comp25050_g1_i1	isogroup25050
comp25051_g1_i1	isogroup25051
comp25052_g1_i1	isogroup25052
comp25053_g1_i1	isogroup25053
comp25054_g1_i1	isogroup25054
comp25055_g1_i1	isogroup25055
comp25056_g1_i1	isogroup25056
comp25057_g1_i1	isogroup25057
comp25058_g1_i1	isogroup25058
comp25059_g1_i1	isogroup25059
comp25060_g1_i1	isogroup25060
comp25061_g1_i1	isogroup25061
comp25062_g1_i1	isogroup25062
comp25063_g1_i1	isogroup25063
comp25064_g1_i1	isogroup25064
comp25065_g1_i1	isogroup25065
comp25066_g1_i1	isogroup25066
comp25067_g1_i1	isogroup25067
comp25068_g1_i1	isogroup25068
comp25069_g1_i1	isogroup25069
comp25070_g1_i1	isogroup25070
comp25071_g1_i1	isogroup25071
comp25072_g1_i1	isogroup25072
comp25073_g1_i1	isogroup25073
comp25074_g1_i1	isogroup25074
comp25075_g1_i1	isogroup25075
comp25076_g1_i1	isogroup25076
comp25077_g1_i1	isogroup25077
comp25078_g1_i1	isogroup25078
comp25079_g1_i1	isogroup25079
comp25080_g1_i1	isogroup25080
comp25081_g1_i1	isogroup25081
comp25082_g1_i1	isogroup25082
comp25083_g1_i1	isogroup25083
comp25084_g1_i1	isogroup25084
comp25085_g1_i1	isogroup25085
comp25086_g1_i1	isogroup25086
comp25087_g1_i1	isogroup25087
comp25088_g1_i1	isogroup25088
comp25089_g1_i1	isogroup25089
comp25090_g1_i1	isogroup25090
comp25091_g1_i1	isogroup25091
comp25092_g1_i1	isogroup25092
comp25093_g1_i1	isogroup25093
comp25094_g1_i1	isogroup25094
comp25095_g1_i1	isogroup25095
comp25096_g1_i1	isogroup25096
comp25097_g1_i1	isogroup25097
comp25098_g1_i1	isogroup25098
comp25099_g1_i1	isogroup25099
comp25100_g1_i1	isogroup25100
comp25101_g1_i1	isogroup25101
comp25102_g1_i1	isogroup25102
comp25103_g1_i1	isogroup25103
comp25104_g1_i1	isogroup25104
comp25105_g1_i1	isogroup25105
comp25106_g1_i1	isogroup25106
comp25107_g1_i1	isogroup25107
comp25108_g1_i1	isogroup25108
comp25109_g1_i1	isogroup25109
comp25110_g1_i1	isogroup25110
comp25111_g1_i1	isogroup25111
comp25112_g1_i1	isogroup25112
comp25113_g1_i1	isogroup25113
comp25114_g1_i1	isogroup25114
comp25115_g1_i1	isogroup25115
comp25116_g1_i1	isogroup25116
comp25117_g1_i1	isogroup25117
comp25118_g1_i1	isogroup25118
comp25119_g1_i1	isogroup25119
comp25120_g1_i1	isogroup25120
comp25121_g1_i1	isogroup25121
comp25122_g1_i1	isogroup25122
comp25123_g1_i1	isogroup25123
comp25124_g1_i1	isogroup25124
comp25125_g1_i1	isogroup25125
comp25126_g1_i1	isogroup25126
comp25127_g1_i1	isogroup25127
comp25128_g1_i1	isogroup25128
comp25129_g1_i1	isogroup25129
comp25130_g1_i1	isogroup25130
comp25131_g1_i1	isogroup25131
comp25132_g1_i1	isogroup25132
comp25133_g1_i1	isogroup25133
comp25134_g1_i1	isogroup25134
comp25135_g1_i1	isogroup25135
comp25136_g1_i1	isogroup25136
comp25137_g1_i1	isogroup25137
comp25138_g1_i1	isogroup25138
comp25139_g1_i1	isogroup25139
comp25140_g1_i1	isogroup25140
comp25141_g1_i1	isogroup25141
comp25142_g1_i1	isogroup25142
comp25143_g1_i1	isogroup25143
comp25144_g1_i1	isogroup25144
comp25145_g1_i1	isogroup25145
comp25146_g1_i1	isogroup25146
comp25147_g1_i1	isogroup25147
comp25148_g1_i1	isogroup25148
comp25149_g1_i1	isogroup25149
comp25150_g1_i1	isogroup25150
comp25151_g1_i1	isogroup25151
comp25152_g1_i1	isogroup25152
comp25153_g1_i1	isogroup25153
comp25154_g1_i1	isogroup25154
comp25155_g1_i1	isogroup25155
comp25156_g1_i1	isogroup25156
comp25157_g1_i1	isogroup25157
comp25158_g1_i1	isogroup25158
comp25159_g1_i1	isogroup25159
comp25160_g1_i1	isogroup25160
comp25161_g1_i1	isogroup25161
comp25162_g1_i1	isogroup25162
comp25163_g1_i1	isogroup25163
comp25164_g1_i1	isogroup25164
comp25165_g1_i1	isogroup25165
comp25166_g1_i1	isogroup25166
comp25167_g1_i1	isogroup25167
comp25168_g1_i1	isogroup25168
comp25169_g1_i1	isogroup25169
comp25170_g1_i1	isogroup25170
comp25171_g1_i1	isogroup25171
comp25172_g1_i1	isogroup25172
comp25173_g1_i1	isogroup25173
comp25174_g1_i1	isogroup25174
comp25175_g1_i1	isogroup25175
comp25176_g1_i1	isogroup25176
comp25177_g1_i1	isogroup25177
comp25178_g1_i1	isogroup25178
comp25179_g1_i1	isogroup25179
comp25180_g1_i1	isogroup25180
comp25181_g1_i1	isogroup25181
comp25182_g1_i1	isogroup25182
comp25183_g1_i1	isogroup25183
comp25184_g1_i1	isogroup25184
comp25185_g1_i1	isogroup25185
comp25186_g1_i1	isogroup25186
comp25187_g1_i1	isogroup25187
comp25188_g1_i1	isogroup25188
comp25189_g1_i1	isogroup25189
comp25190_g1_i1	isogroup25190
comp25191_g1_i1	isogroup25191
comp25192_g1_i1	isogroup25192
comp25193_g1_i1	isogroup25193
comp25194_g1_i1	isogroup25194
comp25195_g1_i1	isogroup25195
comp25196_g1_i1	isogroup25196
comp25197_g1_i1	isogroup25197
comp25198_g1_i1	isogroup25198
comp25199_g1_i1	isogroup25199
comp25200_g1_i1	isogroup25200
comp25201_g1_i1	isogroup25201
comp25202_g1_i1	isogroup25202
comp25203_g1_i1	isogroup25203
comp25204_g1_i1	isogroup25204
comp25205_g1_i1	isogroup25205
comp25206_g1_i1	isogroup25206
comp25207_g1_i1	isogroup25207
comp25208_g1_i1	isogroup25208
comp25209_g1_i1	isogroup25209
comp25210_g1_i1	isogroup25210
comp25211_g1_i1	isogroup25211
comp25212_g1_i1	isogroup25212
comp25213_g1_i1	isogroup25213
comp25214_g1_i1	isogroup25214
comp25215_g1_i1	isogroup25215
comp25216_g1_i1	isogroup25216
comp25217_g1_i1	isogroup25217
comp25218_g1_i1	isogroup25218
comp25219_g1_i1	isogroup25219
comp25220_g1_i1	isogroup25220
comp25221_g1_i1	isogroup25221
comp25222_g1_i1	isogroup25222
comp25223_g1_i1	isogroup25223
comp25224_g1_i1	isogroup25224
comp25225_g1_i1	isogroup25225
comp25226_g1_i1	isogroup25226
comp25227_g1_i1	isogroup25227
comp25228_g1_i1	isogroup25228
comp25229_g1_i1	isogroup25229
comp25230_g1_i1	isogroup25230
comp25231_g1_i1	isogroup25231
comp25232_g1_i1	isogroup25232
comp25233_g1_i1	isogroup25233
comp25234_g1_i1	isogroup25234
comp25235_g1_i1	isogroup25235
comp25236_g1_i1	isogroup25236
comp25237_g1_i1	isogroup25237
comp25238_g1_i1	isogroup25238
comp25239_g1_i1	isogroup25239
comp25240_g1_i1	isogroup25240
comp25241_g1_i1	isogroup25241
comp25242_g1_i1	isogroup25242
comp25243_g1_i1	isogroup25243
comp25244_g1_i1	isogroup25244
comp25245_g1_i1	isogroup25245
comp25246_g1_i1	isogroup25246
comp25247_g1_i1	isogroup25247
comp25248_g1_i1	isogroup25248
comp25249_g1_i1	isogroup25249
comp25250_g1_i1	isogroup25250
comp25251_g1_i1	isogroup25251
comp25252_g1_i1	isogroup25252
comp25253_g1_i1	isogroup25253
comp25254_g1_i1	isogroup25254
comp25255_g1_i1	isogroup25255
comp25256_g1_i1	isogroup25256
comp25257_g1_i1	isogroup25257
comp25258_g1_i1	isogroup25258
comp25259_g1_i1	isogroup25259
comp25260_g1_i1	isogroup25260
comp25261_g1_i1	isogroup25261
comp25262_g1_i1	isogroup25262
comp25263_g1_i1	isogroup25263
comp25264_g1_i1	isogroup25264
comp25265_g1_i1	isogroup25265
comp25266_g1_i1	isogroup25266
comp25267_g1_i1	isogroup25267
comp25268_g1_i1	isogroup25268
comp25269_g1_i1	isogroup25269
comp25270_g1_i1	isogroup25270
comp25271_g1_i1	isogroup25271
comp25272_g1_i1	isogroup25272
comp25273_g1_i1	isogroup25273
comp25274_g1_i1	isogroup25274
comp25275_g1_i1	isogroup25275
comp25276_g1_i1	isogroup25276
comp25277_g1_i1	isogroup25277
comp25278_g1_i1	isogroup25278
comp25279_g1_i1	isogroup25279
comp25280_g1_i1	isogroup25280
comp25281_g1_i1	isogroup25281
comp25282_g1_i1	isogroup25282
comp25283_g1_i1	isogroup25283
comp25284_g1_i1	isogroup25284
comp25285_g1_i1	isogroup25285
comp25286_g1_i1	isogroup25286
comp25287_g1_i1	isogroup25287
comp25288_g1_i1	isogroup25288
comp25289_g1_i1	isogroup25289
comp25290_g1_i1	isogroup25290
comp25291_g1_i1	isogroup25291
comp25292_g1_i1	isogroup25292
comp25293_g1_i1	isogroup25293
comp25294_g1_i1	isogroup25294
comp25295_g1_i1	isogroup25295
comp25296_g1_i1	isogroup25296
comp25297_g1_i1	isogroup25297
comp25298_g1_i1	isogroup25298
comp25299_g1_i1	isogroup25299
comp25300_g1_i1	isogroup25300
comp25301_g1_i1	isogroup25301
comp25302_g1_i1	isogroup25302
comp25303_g1_i1	isogroup25303
comp25304_g1_i1	isogroup25304
comp25305_g1_i1	isogroup25305
comp25306_g1_i1	isogroup25306
comp25307_g1_i1	isogroup25307
comp25308_g1_i1	isogroup25308
comp25309_g1_i1	isogroup25309
comp25310_g1_i1	isogroup25310
comp25311_g1_i1	isogroup25311
comp25312_g1_i1	isogroup25312
comp25313_g1_i1	isogroup25313
comp25314_g1_i1	isogroup25314
comp25315_g1_i1	isogroup25315
comp25316_g1_i1	isogroup25316
comp25317_g1_i1	isogroup25317
comp25318_g1_i1	isogroup25318
comp25319_g1_i1	isogroup25319
comp25320_g1_i1	isogroup25320
comp25321_g1_i1	isogroup25321
comp25322_g1_i1	isogroup25322
comp25323_g1_i1	isogroup25323
comp25324_g1_i1	isogroup25324
comp25325_g1_i1	isogroup25325
comp25326_g1_i1	isogroup25326
comp25327_g1_i1	isogroup25327
comp25328_g1_i1	isogroup25328
comp25329_g1_i1	isogroup25329
comp25330_g1_i1	isogroup25330
comp25331_g1_i1	isogroup25331
comp25332_g1_i1	isogroup25332
comp25333_g1_i1	isogroup25333
comp25334_g1_i1	isogroup25334
comp25335_g1_i1	isogroup25335
comp25336_g1_i1	isogroup25336
comp25337_g1_i1	isogroup25337
comp25338_g1_i1	isogroup25338
comp25339_g1_i1	isogroup25339
comp25340_g1_i1	isogroup25340
comp25341_g1_i1	isogroup25341
comp25342_g1_i1	isogroup25342
comp25343_g1_i1	isogroup25343
comp25344_g1_i1	isogroup25344
comp25345_g1_i1	isogroup25345
comp25346_g1_i1	isogroup25346
comp25347_g1_i1	isogroup25347
comp25348_g1_i1	isogroup25348
comp25349_g1_i1	isogroup25349
comp25350_g1_i1	isogroup25350
comp25351_g1_i1	isogroup25351
comp25352_g1_i1	isogroup25352
comp25353_g1_i1	isogroup25353
comp25354_g1_i1	isogroup25354
comp25355_g1_i1	isogroup25355
comp25356_g1_i1	isogroup25356
comp25357_g1_i1	isogroup25357
comp25358_g1_i1	isogroup25358
comp25359_g1_i1	isogroup25359
comp25360_g1_i1	isogroup25360
comp25361_g1_i1	isogroup25361
comp25362_g1_i1	isogroup25362
comp25363_g1_i1	isogroup25363
comp25364_g1_i1	isogroup25364
comp25365_g1_i1	isogroup25365
comp25366_g1_i1	isogroup25366
comp25367_g1_i1	isogroup25367
comp25368_g1_i1	isogroup25368
comp25369_g1_i1	isogroup25369
comp25370_g1_i1	isogroup25370
comp25371_g1_i1	isogroup25371
comp25372_g1_i1	isogroup25372
comp25373_g1_i1	isogroup25373
comp25374_g1_i1	isogroup25374
comp25375_g1_i1	isogroup25375
comp25376_g1_i1	isogroup25376
comp25377_g1_i1	isogroup25377
comp25378_g1_i1	isogroup25378
comp25379_g1_i1	isogroup25379
comp25380_g1_i1	isogroup25380
comp25381_g1_i1	isogroup25381
comp25382_g1_i1	isogroup25382
comp25383_g1_i1	isogroup25383
comp25384_g1_i1	isogroup25384
comp25385_g1_i1	isogroup25385
comp25386_g1_i1	isogroup25386
comp25387_g1_i1	isogroup25387
comp25388_g1_i1	isogroup25388
comp25389_g1_i1	isogroup25389
comp25390_g1_i1	isogroup25390
comp25391_g1_i1	isogroup25391
comp25392_g1_i1	isogroup25392
comp25393_g1_i1	isogroup25393
comp25394_g1_i1	isogroup25394
comp25395_g1_i1	isogroup25395
comp25396_g1_i1	isogroup25396
comp25397_g1_i1	isogroup25397
comp25398_g1_i1	isogroup25398
comp25399_g1_i1	isogroup25399
comp25400_g1_i1	isogroup25400
comp25401_g1_i1	isogroup25401
comp25402_g1_i1	isogroup25402
comp25403_g1_i1	isogroup25403
comp25404_g1_i1	isogroup25404
comp25405_g1_i1	isogroup25405
comp25406_g1_i1	isogroup25406
comp25407_g1_i1	isogroup25407
comp25408_g1_i1	isogroup25408
comp25409_g1_i1	isogroup25409
comp25410_g1_i1	isogroup25410
comp25411_g1_i1	isogroup25411
comp25412_g1_i1	isogroup25412
comp25413_g1_i1	isogroup25413
comp25414_g1_i1	isogroup25414
comp25415_g1_i1	isogroup25415
comp25416_g1_i1	isogroup25416
comp25417_g1_i1	isogroup25417
comp25418_g1_i1	isogroup25418
comp25419_g1_i1	isogroup25419
comp25420_g1_i1	isogroup25420
comp25421_g1_i1	isogroup25421
comp25422_g1_i1	isogroup25422
comp25423_g1_i1	isogroup25423
comp25424_g1_i1	isogroup25424
comp25425_g1_i1	isogroup25425
comp25426_g1_i1	isogroup25426
comp25427_g1_i1	isogroup25427
comp25428_g1_i1	isogroup25428
comp25429_g1_i1	isogroup25429
comp25430_g1_i1	isogroup25430
comp25431_g1_i1	isogroup25431
comp25432_g1_i1	isogroup25432
comp25433_g1_i1	isogroup25433
comp25434_g1_i1	isogroup25434
comp25435_g1_i1	isogroup25435
comp25436_g1_i1	isogroup25436
comp25437_g1_i1	isogroup25437
comp25438_g1_i1	isogroup25438
comp25439_g1_i1	isogroup25439
comp25440_g1_i1	isogroup25440
comp25441_g1_i1	isogroup25441
comp25442_g1_i1	isogroup25442
comp25443_g1_i1	isogroup25443
comp25444_g1_i1	isogroup25444
comp25445_g1_i1	isogroup25445
comp25446_g1_i1	isogroup25446
comp25447_g1_i1	isogroup25447
comp25448_g1_i1	isogroup25448
comp25449_g1_i1	isogroup25449
comp25450_g1_i1	isogroup25450
comp25451_g1_i1	isogroup25451
comp25452_g1_i1	isogroup25452
comp25453_g1_i1	isogroup25453
comp25454_g1_i1	isogroup25454
comp25455_g1_i1	isogroup25455
comp25456_g1_i1	isogroup25456
comp25457_g1_i1	isogroup25457
comp25458_g1_i1	isogroup25458
comp25459_g1_i1	isogroup25459
comp25460_g1_i1	isogroup25460
comp25461_g1_i1	isogroup25461
comp25462_g1_i1	isogroup25462
comp25463_g1_i1	isogroup25463
comp25464_g1_i1	isogroup25464
comp25465_g1_i1	isogroup25465
comp25466_g1_i1	isogroup25466
comp25467_g1_i1	isogroup25467
comp25468_g1_i1	isogroup25468
comp25469_g1_i1	isogroup25469
comp25470_g1_i1	isogroup25470
comp25471_g1_i1	isogroup25471
comp25472_g1_i1	isogroup25472
comp25473_g1_i1	isogroup25473
comp25474_g1_i1	isogroup25474
comp25475_g1_i1	isogroup25475
comp25476_g1_i1	isogroup25476
comp25477_g1_i1	isogroup25477
comp25478_g1_i1	isogroup25478
comp25479_g1_i1	isogroup25479
comp25480_g1_i1	isogroup25480
comp25481_g1_i1	isogroup25481
comp25482_g1_i1	isogroup25482
comp25483_g1_i1	isogroup25483
comp25484_g1_i1	isogroup25484
comp25485_g1_i1	isogroup25485
comp25486_g1_i1	isogroup25486
comp25487_g1_i1	isogroup25487
comp25488_g1_i1	isogroup25488
comp25489_g1_i1	isogroup25489
comp25490_g1_i1	isogroup25490
comp25491_g1_i1	isogroup25491
comp25492_g1_i1	isogroup25492
comp25493_g1_i1	isogroup25493
comp25494_g1_i1	isogroup25494
comp25495_g1_i1	isogroup25495
comp25496_g1_i1	isogroup25496
comp25497_g1_i1	isogroup25497
comp25498_g1_i1	isogroup25498
comp25499_g1_i1	isogroup25499
comp25500_g1_i1	isogroup25500
comp25501_g1_i1	isogroup25501
comp25502_g1_i1	isogroup25502
comp25503_g1_i1	isogroup25503
comp25504_g1_i1	isogroup25504
comp25505_g1_i1	isogroup25505
comp25506_g1_i1	isogroup25506
comp25507_g1_i1	isogroup25507
comp25508_g1_i1	isogroup25508
comp25509_g1_i1	isogroup25509
comp25510_g1_i1	isogroup25510
comp25511_g1_i1	isogroup25511
comp25512_g1_i1	isogroup25512
comp25513_g1_i1	isogroup25513
comp25514_g1_i1	isogroup25514
comp25515_g1_i1	isogroup25515
comp25516_g1_i1	isogroup25516
comp25517_g1_i1	isogroup25517
comp25518_g1_i1	isogroup25518
comp25519_g1_i1	isogroup25519
comp25520_g1_i1	isogroup25520
comp25521_g1_i1	isogroup25521
comp25522_g1_i1	isogroup25522
comp25523_g1_i1	isogroup25523
comp25524_g1_i1	isogroup25524
comp25525_g1_i1	isogroup25525
comp25526_g1_i1	isogroup25526
comp25527_g1_i1	isogroup25527
comp25528_g1_i1	isogroup25528
comp25529_g1_i1	isogroup25529
comp25530_g1_i1	isogroup25530
comp25531_g1_i1	isogroup25531
comp25532_g1_i1	isogroup25532
comp25533_g1_i1	isogroup25533
comp25534_g1_i1	isogroup25534
comp25535_g1_i1	isogroup25535
comp25536_g1_i1	isogroup25536
comp25537_g1_i1	isogroup25537
comp25538_g1_i1	isogroup25538
comp25539_g1_i1	isogroup25539
comp25540_g1_i1	isogroup25540
comp25541_g1_i1	isogroup25541
